key,country,site,cluster,plot,siteid,longitude,latitude,year,plotcultmgd,postoposeq,vegstructure,severeero,rdr50,trees,shrubs,cropland,forest,grassland,wooded_grassland,grasslandall,bushland,shrubland,wetland,dom_landuse,trheight,trcircumf,scientificName,treespecies_common,key_1,subplot
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,16.0,84.0,Cocos nucifera,pol,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[1],1
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.8,45.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[2],1
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.5,4.9,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[3],1
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.6,32.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[4],1
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.5,47.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[5],1
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.6,33.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[6],1
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.8,43.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl1_tree_data[7],1
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,12.0,94.0,Mangifera indica,amba,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl1_tree_data[1],1
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,10.0,71.0,Vitex altissima,milla,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl1_tree_data[2],1
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,12.0,58.0,Neolitsea cassia,kududawula,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl1_tree_data[3],1
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,14.0,95.0,Gliricidia sepium,weta mara,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl1_tree_data[4],1
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,3.8,24.0,Gliricidia sepium,weta mara,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl1_tree_data[5],1
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,15.0,128.0,Syzygium cumini,madan,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl1_tree_data[6],1
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,12.0,119.0,Ceiba pentandra,kotta pulun,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl1_tree_data[1],1
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,3.5,23.0,Theobroma cacao,cocoa,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl1_tree_data[2],1
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,5.0,56.0,Musa x paradisaca,"kesel, banana",uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl1_tree_data[3],1
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,12.0,74.0,Cocos nucifera,pol,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl1_tree_data[4],1
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,10.0,35.0,Swetenia macrophylla,mahogani,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl1_tree_data[1],1
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,10.0,41.0,Swetenia macrophylla,mahogani,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl1_tree_data[2],1
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,12.0,52.0,Hevea brasiliensis,rubber,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl1_tree_data[3],1
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,10.0,33.0,Hevea brasiliensis,rubber,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl1_tree_data[4],1
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,6.0,87.0,Gliricidia sepium,weta mara,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl1_tree_data[1],1
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,8.0,94.0,Premna tomentosa,bu seru,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl1_tree_data[2],1
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,7.0,104.0,Gliricidia sepium,weta mara,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl1_tree_data[3],1
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,7.0,61.0,Gliricidia sepium,weta mara,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl1_tree_data[4],1
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,10.0,82.0,Macaranga peltata,kenda,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl1_tree_data[5],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.5,29.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[1],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,3.2,20.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[2],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,8.0,40.5,Swietenia macrophylla,mahogani,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[3],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,20.0,116.0,Adenanthera pavonina,madatiya,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[4],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.0,44.0,Gliricedia sepium,weta mara,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[5],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,7.0,33.5,Magnolia champaca,gini sapu,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[6],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,8.0,35.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[7],1
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,8.0,37.5,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl1_tree_data[8],1
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,12.0,38.0,Areca catechu,puwak,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl1_tree_data[1],1
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,10.0,171.0,Millettia pinnata,karanda,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl1_tree_data[2],1
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,8.0,36.0,Hydnocarpus venenata,makulla,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl1_tree_data[3],1
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,10.0,36.0,Semecarpus nigro-viridis,badulla,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl1_tree_data[4],1
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,8.0,27.0,Areca catechu,puwak,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl1_tree_data[5],1
uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711,sri_lanka,matale,7,13,matale_7_13,80.6212,7.56253,2021,1,ridge_crest,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,3.7,22.0,Gliricidia sepium,weta mara,uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711/supl1_tree_data[1],1
uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711,sri_lanka,matale,7,13,matale_7_13,80.6212,7.56253,2021,1,ridge_crest,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,3.8,34.0,Gliricidia sepium,weta mara,uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711/supl1_tree_data[2],1
uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711,sri_lanka,matale,7,13,matale_7_13,80.6212,7.56253,2021,1,ridge_crest,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,3.4,11.0,Macaranga peltata,kenda,uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711/supl1_tree_data[3],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,12.0,84.0,Swietenia macrophylla,mahogani,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[1],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,5.0,39.0,Gliricidia sepium,weta mara,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[2],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,14.0,97.0,Artocarpus heterophyllus,kos,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[3],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,4.5,23.0,Mangifera indica,amba,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[4],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,7.5,38.0,Swietenia macrophylla,mahogani,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[5],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,8.0,42.0,Swietenia macrophylla,mahogani,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[6],1
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,4.0,29.0,Gliricidia sepium,weta mara,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl1_tree_data[7],1
uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad,sri_lanka,matale,7,1,matale_7_1,80.6245,7.56666,2021,1,bottomland,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,8.5,105.0,Mangifera indica,amba,uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad/supl1_tree_data[1],1
uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad,sri_lanka,matale,7,1,matale_7_1,80.6245,7.56666,2021,1,bottomland,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,7.0,84.0,Mangifera indica,amba,uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad/supl1_tree_data[2],1
uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad,sri_lanka,matale,7,1,matale_7_1,80.6245,7.56666,2021,1,bottomland,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.5,28.0,Annona muricata,katu anoda,uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad/supl1_tree_data[3],1
uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad,sri_lanka,matale,7,1,matale_7_1,80.6245,7.56666,2021,1,bottomland,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,5.5,66.0,Citrus grandis,jambola,uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad/supl1_tree_data[4],1
uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad,sri_lanka,matale,7,1,matale_7_1,80.6245,7.56666,2021,1,bottomland,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,3.5,24.0,Mangifera indica,amba,uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad/supl1_tree_data[5],1
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,8.0,26.0,Tectona grandis,thekka,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl1_tree_data[1],1
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,8.5,29.0,Tectona grandis,thekka,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl1_tree_data[2],1
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,8.5,31.0,Berrya cordifolia,halmilla,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl1_tree_data[3],1
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,6.5,18.0,Tectona grandis,thekka,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl1_tree_data[4],1
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,15.0,79.0,Artocarpus heterophyllus,kos,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl1_tree_data[1],1
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,10.0,33.0,Neolitsea cassia,kudu dawula,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl1_tree_data[2],1
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,13.0,92.0,Caryota urens,kithul,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl1_tree_data[3],1
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,15.0,92.0,Cocos nucifera,pol,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl1_tree_data[4],1
